Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Devonte' Graham,27.0,SAS,PG,20.0,3.8,10.0,0.38,2.7,7.4,0.358,0.442,0.75,0.4,2.2,2.5,4.0,0.8,0.3,1.3,13.0
Torrey Craig,32.0,PHO,PF,79.0,2.9,6.3,0.456,1.3,3.2,0.395,0.518,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,7.4
Mitchell Robinson,24.0,NYK,C,59.0,3.2,4.7,0.671,0.0,0.0,0.0,0.671,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,7.4
Obi Toppin,24.0,NYK,PF,67.0,2.8,6.3,0.446,1.3,3.7,0.344,0.593,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,7.4
Trendon Watford,22.0,POR,PF,62.0,2.9,5.2,0.56,0.4,1.0,0.391,0.602,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,7.4
Delon Wright,30.0,WAS,PG,50.0,2.8,5.8,0.474,0.8,2.4,0.345,0.564,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,7.4
Jay Huff,24.0,WAS,C,7.0,2.1,3.6,0.6,0.9,1.7,0.5,0.692,0.938,0.9,2.1,3.0,1.4,0.4,0.6,0.7,7.3
Josh Okogie,24.0,PHO,SG,72.0,2.3,5.8,0.391,0.9,2.7,0.335,0.442,0.724,1.5,2.0,3.5,1.5,0.8,0.5,0.9,7.3
Reggie Bullock,31.0,DAL,SF,78.0,2.5,6.0,0.409,1.9,5.1,0.38,0.562,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,7.2
Isaiah Jackson,21.0,IND,C,63.0,2.8,5.0,0.563,0.0,0.2,0.143,0.582,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,7.2
Kendrick Nunn,27.0,2TM,SG,70.0,2.7,6.4,0.424,1.1,3.2,0.354,0.493,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,7.1
Kendrick Nunn,27.0,LAL,SG,39.0,2.6,6.4,0.406,1.1,3.2,0.325,0.488,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,6.7
Kendrick Nunn,27.0,WAS,SG,31.0,2.9,6.4,0.447,1.2,3.1,0.392,0.5,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,7.5
Troy Brown Jr.,23.0,LAL,SF,76.0,2.6,6.1,0.43,1.4,3.7,0.381,0.505,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,7.1
Edmond Sumner,27.0,BRK,SG,53.0,2.3,5.1,0.461,0.6,1.6,0.356,0.511,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,7.1
Lindell Wigginton,24.0,MIL,PG,7.0,2.6,5.3,0.486,0.9,2.6,0.333,0.632,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,7.1
Eugene Omoruyi,25.0,2TM,SF,40.0,2.5,5.7,0.443,0.6,2.2,0.281,0.547,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,7.0
Eugene Omoruyi,25.0,OKC,SF,23.0,1.9,4.1,0.468,0.3,1.3,0.258,0.571,0.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,4.9
Eugene Omoruyi,25.0,DET,SF,17.0,3.4,7.9,0.425,1.0,3.4,0.293,0.526,0.723,1.2,2.2,3.5,1.0,0.8,0.2,1.1,9.7
Chance Comanche,26.0,POR,C,1.0,3.0,5.0,0.6,0.0,0.0,0.0,0.6,0.25,2.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0
Kevon Looney,26.0,GSW,C,82.0,3.0,4.7,0.63,0.0,0.0,0.0,0.632,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,7.0
Joshua Primo,20.0,SAS,SG,4.0,2.3,6.5,0.346,0.8,3.0,0.25,0.429,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,7.0
Daniel Theis,30.0,IND,C,7.0,3.0,6.3,0.477,0.3,1.6,0.182,0.576,0.417,1.0,2.1,3.1,1.3,0.3,0.9,0.4,7.0
Xavier Tillman Sr.,24.0,MEM,C,61.0,3.1,5.0,0.614,0.1,0.2,0.267,0.632,0.551,2.0,3.0,5.0,1.6,1.0,0.5,0.7,7.0
Svi Mykhailiuk,25.0,2TM,SF,32.0,2.4,5.4,0.445,1.3,3.1,0.424,0.473,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,6.9
Svi Mykhailiuk,25.0,NYK,SF,13.0,0.5,0.9,0.5,0.5,0.8,0.6,0.0,0.6,0.0,0.5,0.5,0.1,0.1,0.0,0.2,1.6
Svi Mykhailiuk,25.0,CHO,SF,19.0,3.7,8.5,0.441,1.9,4.7,0.404,0.486,0.676,0.8,1.6,2.4,2.7,0.7,0.2,1.2,10.6
Jae Crowder,32.0,MIL,PF,18.0,2.5,5.2,0.479,1.3,3.1,0.436,0.538,0.833,0.9,2.9,3.8,1.5,0.7,0.3,0.4,6.9
Willy Hernangómez,28.0,NOP,C,38.0,2.3,4.4,0.527,0.1,0.3,0.273,0.544,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1.0,6.9
Joe Ingles,35.0,MIL,SF,46.0,2.3,5.4,0.435,1.8,4.4,0.409,0.556,0.857,0.3,2.5,2.8,3.3,0.7,0.1,1.2,6.9
Ty Jerome,25.0,GSW,SG,45.0,2.6,5.4,0.488,0.8,2.0,0.389,0.546,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,6.9
Cory Joseph,31.0,DET,PG,62.0,2.4,5.7,0.427,1.1,2.9,0.389,0.468,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,6.9
Romeo Langford,23.0,SAS,SG,43.0,2.8,6.0,0.467,0.4,1.4,0.262,0.53,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,6.9
Ben Simmons,26.0,BRK,PG,42.0,3.2,5.6,0.566,0.0,0.0,0.0,0.571,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,6.9
Will Barton,32.0,2TM,SG,56.0,2.5,6.5,0.379,1.2,3.2,0.367,0.391,0.787,0.3,2.2,2.4,2.0,0.5,0.2,0.9,6.8
Will Barton,32.0,WAS,SG,40.0,2.8,7.1,0.386,1.3,3.5,0.377,0.395,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,7.7
Will Barton,32.0,TOR,SG,16.0,1.8,4.9,0.354,0.9,2.6,0.333,0.378,1.0,0.3,1.3,1.6,1.1,0.7,0.2,0.2,4.5
Larry Nance Jr.,30.0,NOP,C,65.0,2.9,4.7,0.61,0.2,0.6,0.333,0.654,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,6.8
Jeremiah Robinson-Earl,22.0,OKC,PF,43.0,2.6,5.8,0.444,0.9,2.6,0.333,0.533,0.833,1.7,2.5,4.2,1.0,0.6,0.3,0.4,6.8
Aaron Wiggins,24.0,OKC,SG,70.0,2.7,5.2,0.512,0.7,1.7,0.393,0.573,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,6.8
Justise Winslow,26.0,POR,PF,29.0,2.8,6.8,0.409,0.5,1.6,0.311,0.438,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,6.8
Terence Davis,25.0,SAC,SG,64.0,2.4,5.7,0.423,1.4,3.8,0.366,0.537,0.791,0.3,1.9,2.2,1.0,0.7,0.2,0.8,6.7
Anthony Lamb,25.0,GSW,SF,62.0,2.4,5.1,0.471,1.2,3.2,0.367,0.652,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,6.7
Isaiah Livers,24.0,DET,PF,52.0,2.3,5.5,0.417,1.4,3.9,0.365,0.541,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,6.7
Théo Maledon,21.0,CHO,PG,44.0,2.3,5.8,0.402,0.6,2.2,0.295,0.465,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,6.7
Dwight Powell,31.0,DAL,C,76.0,2.6,3.5,0.732,0.0,0.1,0.0,0.746,0.667,2.0,2.2,4.1,0.9,0.6,0.3,0.9,6.7
David Roddy,21.0,MEM,PF,70.0,2.6,6.0,0.429,0.9,3.0,0.307,0.553,0.631,0.7,2.0,2.8,0.8,0.4,0.3,0.8,6.7
Kevin Knox,23.0,2TM,SF,63.0,2.4,5.3,0.458,1.0,3.0,0.349,0.596,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,6.6
Kevin Knox,23.0,DET,SF,42.0,2.0,4.3,0.469,1.0,2.8,0.371,0.651,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,5.6
Kevin Knox,23.0,POR,PF,21.0,3.2,7.3,0.444,1.0,3.3,0.314,0.554,0.741,0.7,2.6,3.3,0.9,0.5,0.0,0.9,8.5
Mo Bamba,24.0,2TM,C,49.0,2.4,4.9,0.485,1.0,2.5,0.387,0.59,0.661,1.2,3.4,4.6,0.9,0.3,0.9,0.6,6.6
Mo Bamba,24.0,ORL,C,40.0,2.7,5.4,0.495,1.1,2.7,0.398,0.594,0.686,1.2,3.4,4.6,1.1,0.3,1.0,0.6,7.3
Mo Bamba,24.0,LAL,C,9.0,1.2,3.0,0.407,0.6,1.8,0.313,0.545,0.545,1.2,3.3,4.6,0.4,0.1,0.6,0.9,3.7
Drew Eubanks,25.0,POR,C,78.0,2.7,4.3,0.641,0.1,0.2,0.389,0.655,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,6.6
Jordan Goodwin,24.0,WAS,PG,62.0,2.5,5.7,0.448,0.6,1.9,0.322,0.511,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,6.6
Jock Landale,27.0,PHO,C,69.0,2.6,4.9,0.528,0.3,1.2,0.25,0.621,0.752,1.7,2.3,4.1,1.0,0.2,0.4,0.9,6.6
Nassir Little,22.0,POR,SF,54.0,2.5,5.6,0.442,1.1,2.9,0.367,0.524,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,6.6
Brandon Boston Jr.,21.0,LAC,SF,22.0,2.3,5.5,0.418,0.5,1.3,0.414,0.419,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.5,6.5
Luka Garza,24.0,MIN,C,28.0,2.3,4.1,0.543,0.5,1.4,0.359,0.636,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,6.5
Jay Scrubb,22.0,ORL,SG,2.0,2.5,3.5,0.714,1.0,1.0,1.0,0.6,0.5,0.0,3.0,3.0,0.5,1.0,0.0,1.5,6.5
Cody Zeller,30.0,MIA,C,15.0,2.5,3.9,0.627,0.0,0.1,0.0,0.649,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,6.5
Dario Šarić,28.0,2TM,C,57.0,2.2,4.9,0.458,0.8,2.0,0.391,0.506,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1.0,6.4
Dario Šarić,28.0,PHO,PF,37.0,2.1,4.8,0.427,0.7,1.9,0.391,0.45,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,5.8
Dario Šarić,28.0,OKC,C,20.0,2.6,5.0,0.515,0.9,2.3,0.391,0.623,0.844,0.7,2.6,3.3,0.9,0.4,0.1,1.0,7.4
R.J. Hampton,21.0,2TM,SG,47.0,2.2,5.0,0.43,0.9,2.5,0.353,0.504,0.75,0.4,1.5,1.9,1.1,0.6,0.2,0.9,6.4
R.J. Hampton,21.0,ORL,SG,26.0,1.9,4.4,0.439,0.7,2.0,0.34,0.525,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,5.7
R.J. Hampton,21.0,DET,SG,21.0,2.5,5.9,0.423,1.1,3.0,0.365,0.483,0.667,0.4,1.9,2.3,1.0,0.5,0.2,1.0,7.3
JaMychal Green,32.0,GSW,PF,57.0,2.4,4.4,0.54,0.7,1.9,0.378,0.667,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,6.4
Sam Hauser,25.0,BOS,SF,80.0,2.3,5.0,0.455,1.8,4.2,0.418,0.656,0.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,6.4
Isaac Okoro,22.0,CLE,SF,76.0,2.3,4.7,0.494,0.8,2.3,0.363,0.617,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,6.4
Duncan Robinson,28.0,MIA,SF,42.0,2.1,5.6,0.371,1.5,4.6,0.328,0.556,0.906,0.2,1.5,1.6,1.1,0.3,0.0,0.7,6.4
Goran Dragić,36.0,2TM,PG,58.0,2.4,5.8,0.421,0.9,2.5,0.359,0.468,0.689,0.3,1.1,1.4,2.6,0.2,0.1,1.1,6.3
Goran Dragić,36.0,CHI,PG,51.0,2.5,5.9,0.425,0.9,2.5,0.352,0.48,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,6.4
Goran Dragić,36.0,MIL,PG,7.0,2.0,5.1,0.389,1.0,2.4,0.412,0.368,1.0,0.4,1.3,1.7,1.7,0.3,0.0,1.0,5.6
Simone Fontecchio,27.0,UTA,SF,52.0,2.2,6.0,0.369,1.2,3.7,0.33,0.43,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,6.3
Patrick Beverley,34.0,2TM,PG,67.0,2.1,5.4,0.4,1.2,3.6,0.335,0.529,0.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,6.2
Patrick Beverley,34.0,LAL,SG,45.0,2.2,5.4,0.402,1.2,3.5,0.348,0.506,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,6.4
Patrick Beverley,34.0,CHI,PG,22.0,2.1,5.4,0.395,1.1,3.7,0.309,0.579,0.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,5.8
Nickeil Alexander-Walker,24.0,2TM,SG,59.0,2.2,5.0,0.444,1.0,2.7,0.384,0.515,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,6.2
Nickeil Alexander-Walker,24.0,UTA,SG,36.0,2.3,4.7,0.488,1.0,2.4,0.402,0.578,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,6.3
Nickeil Alexander-Walker,24.0,MIN,SG,23.0,2.1,5.4,0.384,1.1,3.1,0.361,0.415,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,5.9
Jared Butler,22.0,OKC,PG,6.0,2.5,5.3,0.469,1.2,2.3,0.5,0.444,0.0,0.2,0.5,0.7,1.3,0.8,0.0,0.8,6.2
Quenton Jackson,24.0,WAS,PG,9.0,2.1,4.7,0.452,0.1,1.3,0.083,0.6,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,6.2
Patty Mills,34.0,BRK,PG,40.0,2.2,5.2,0.411,1.2,3.4,0.366,0.493,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,6.2
Sandro Mamukelashvili,23.0,2TM,C,43.0,2.3,5.3,0.422,0.7,2.3,0.303,0.511,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,6.1
Sandro Mamukelashvili,23.0,MIL,C,24.0,0.8,2.4,0.328,0.3,1.3,0.219,0.462,0.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,2.4
Sandro Mamukelashvili,23.0,SAS,C,19.0,4.1,9.1,0.453,1.2,3.5,0.343,0.524,0.692,2.7,4.1,6.8,2.4,0.5,0.4,1.4,10.8
Mike Muscala,31.0,2TM,C,63.0,2.1,4.6,0.449,1.3,3.3,0.391,0.588,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,6.1
Mike Muscala,31.0,OKC,C,43.0,2.1,4.7,0.438,1.3,3.3,0.394,0.541,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,6.2
Mike Muscala,31.0,BOS,C,20.0,2.1,4.5,0.472,1.3,3.3,0.385,0.708,0.692,0.7,2.7,3.4,0.6,0.2,0.3,0.5,5.9
Nicolas Batum,34.0,LAC,PF,78.0,2.1,4.9,0.42,1.6,4.1,0.391,0.563,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,6.1
Oshae Brissett,24.0,IND,PF,65.0,1.9,4.9,0.386,0.7,2.4,0.31,0.457,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,6.1
Evan Fournier,30.0,NYK,SG,27.0,2.1,6.1,0.337,1.3,4.2,0.307,0.404,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,6.1
Saben Lee,23.0,2TM,PG,25.0,2.0,4.8,0.405,0.4,1.2,0.367,0.418,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,6.0
Saben Lee,23.0,PHI,PG,2.0,1.5,2.0,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.5,3.0
Saben Lee,23.0,PHO,PG,23.0,2.0,5.1,0.393,0.5,1.3,0.379,0.398,0.737,0.6,1.4,2.0,2.8,0.8,0.0,0.9,6.3
Robert Covington,32.0,LAC,PF,48.0,2.1,4.8,0.445,1.1,2.8,0.397,0.516,0.75,0.6,2.8,3.5,1.2,0.8,0.7,0.7,6.0
Andre Drummond,29.0,CHI,C,67.0,2.5,4.1,0.606,0.0,0.0,0.0,0.613,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,6.0
Maxi Kleber,31.0,DAL,PF,37.0,2.1,4.6,0.456,1.1,3.0,0.348,0.667,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,5.9
Jaylin Williams,20.0,OKC,C,49.0,2.1,4.8,0.436,0.9,2.3,0.407,0.463,0.704,0.9,4.0,4.9,1.6,0.6,0.2,0.8,5.9
Josh Christopher,21.0,HOU,SG,64.0,2.4,5.1,0.465,0.3,1.4,0.236,0.55,0.75,0.3,0.8,1.1,1.1,0.5,0.2,0.9,5.8
Johnny Davis,20.0,WAS,SG,28.0,2.4,6.1,0.386,0.6,2.5,0.243,0.485,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,5.8
Stanley Johnson,26.0,SAS,SF,30.0,2.2,4.1,0.533,0.6,1.3,0.45,0.573,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,5.8
Charles Bassey,22.0,SAS,C,35.0,2.5,3.9,0.644,0.1,0.2,0.375,0.661,0.595,2.1,3.4,5.5,1.4,0.5,0.9,1.2,5.7
Rodney McGruder,31.0,DET,SG,32.0,1.9,4.8,0.408,1.3,3.0,0.423,0.382,0.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,5.7
Ziaire Williams,21.0,MEM,SF,37.0,2.3,5.3,0.429,0.7,2.6,0.258,0.596,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,5.7
James Bouknight,22.0,CHO,SG,34.0,2.0,5.7,0.358,1.0,3.2,0.303,0.429,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,5.6
Alex Caruso,28.0,CHI,PG,67.0,1.9,4.3,0.455,0.8,2.3,0.364,0.556,0.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,5.6
Montrezl Harrell,29.0,PHI,C,57.0,2.2,3.7,0.598,0.0,0.1,0.0,0.616,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,5.6
Jalen Johnson,21.0,ATL,SF,70.0,2.3,4.6,0.491,0.4,1.5,0.288,0.587,0.628,0.7,3.3,4.0,1.2,0.5,0.5,0.6,5.6
Davion Mitchell,24.0,SAC,PG,80.0,2.3,5.0,0.454,0.8,2.5,0.32,0.584,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,5.6
Payton Pritchard,25.0,BOS,PG,48.0,2.1,5.1,0.412,1.2,3.2,0.364,0.495,0.75,0.5,1.3,1.8,1.3,0.3,0.0,0.8,5.6
Derrick Rose,34.0,NYK,PG,27.0,2.3,5.9,0.384,0.7,2.3,0.302,0.438,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,5.6
Yuta Watanabe,28.0,BRK,SF,58.0,2.0,4.0,0.491,1.0,2.3,0.444,0.557,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,5.6
Danny Green,35.0,2TM,SG,11.0,2.0,4.5,0.449,1.5,3.4,0.432,0.5,1.0,0.3,1.0,1.3,0.5,0.5,0.3,0.9,5.5
Danny Green,35.0,MEM,SG,3.0,1.0,3.7,0.273,1.0,2.7,0.375,0.0,0.0,0.3,1.0,1.3,0.7,0.3,0.0,1.0,3.0
Danny Green,35.0,CLE,SG,8.0,2.4,4.8,0.5,1.6,3.6,0.448,0.667,1.0,0.3,1.0,1.3,0.5,0.6,0.4,0.9,6.5
Jarrell Brantley,26.0,UTA,PF,4.0,2.0,3.5,0.571,1.0,2.3,0.444,0.8,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,5.5
Wenyen Gabriel,25.0,LAL,C,68.0,2.3,3.8,0.596,0.1,0.5,0.278,0.647,0.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,5.5
Nikola Jović,19.0,MIA,PF,15.0,1.9,4.6,0.406,0.5,2.3,0.229,0.588,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,5.5
Otto Porter Jr.,29.0,TOR,SF,8.0,1.9,3.8,0.5,0.8,2.1,0.353,0.692,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,5.5
Jamal Cain,23.0,MIA,PF,18.0,2.1,3.7,0.561,0.4,1.1,0.35,0.652,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,5.4
Bryce McGowens,20.0,CHO,SG,46.0,1.7,4.4,0.396,0.6,1.7,0.325,0.443,0.75,0.4,1.6,2.0,1.2,0.3,0.1,0.9,5.3
Lamar Stevens,25.0,CLE,SF,62.0,2.1,4.6,0.448,0.5,1.5,0.316,0.513,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,5.3
Dewayne Dedmon,33.0,2TM,C,38.0,2.0,4.0,0.51,0.3,1.0,0.308,0.58,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,5.2
Dewayne Dedmon,33.0,MIA,C,30.0,2.1,4.3,0.496,0.4,1.2,0.297,0.576,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,5.7
Dewayne Dedmon,33.0,PHI,C,8.0,1.6,2.8,0.591,0.1,0.3,0.5,0.6,0.2,0.8,2.4,3.1,1.3,0.3,0.6,0.8,3.5
Darius Bazley,22.0,2TM,C,43.0,1.9,4.3,0.454,0.5,1.2,0.377,0.485,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,5.2
Darius Bazley,22.0,OKC,C,36.0,2.0,4.4,0.449,0.5,1.3,0.4,0.469,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,5.4
Darius Bazley,22.0,PHO,C,7.0,1.7,3.6,0.48,0.3,1.1,0.25,0.588,0.4,0.7,1.6,2.3,0.9,0.4,0.7,0.7,4.0
Rudy Gay,36.0,UTA,PF,56.0,1.9,5.1,0.38,0.6,2.3,0.254,0.484,0.857,0.6,2.3,2.9,1.0,0.3,0.3,0.7,5.2
Javonte Green,29.0,CHI,SF,32.0,1.9,3.4,0.565,0.4,1.1,0.371,0.658,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,5.2
Zeke Nnaji,22.0,DEN,PF,53.0,2.1,3.7,0.561,0.3,1.2,0.262,0.71,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,5.2
Ricky Rubio,32.0,CLE,PG,33.0,1.8,5.4,0.343,0.6,2.5,0.256,0.417,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,5.2
Lindy Waters III,25.0,OKC,SG,41.0,1.7,4.3,0.393,1.4,4.0,0.358,0.75,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,5.2
MarJon Beauchamp,22.0,MIL,SF,52.0,1.8,4.7,0.395,0.9,2.7,0.331,0.485,0.73,0.7,1.5,2.2,0.7,0.4,0.1,0.9,5.1
DeAndre Jordan,34.0,DEN,C,39.0,2.3,2.9,0.765,0.0,0.0,1.0,0.763,0.458,1.3,3.8,5.2,0.9,0.3,0.6,1.2,5.1
John Konchar,26.0,MEM,SF,72.0,1.9,4.4,0.431,0.8,2.5,0.339,0.545,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,5.1
George Hill,36.0,2TM,SG,46.0,1.7,3.6,0.47,0.7,2.1,0.358,0.62,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,5.0
George Hill,36.0,MIL,PG,35.0,1.7,3.8,0.447,0.7,2.1,0.311,0.621,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,5.0
George Hill,36.0,IND,SG,11.0,1.7,3.1,0.559,1.0,1.9,0.524,0.615,0.889,0.2,1.5,1.6,1.9,0.6,0.3,0.6,5.2
Vlatko Čančar,25.0,DEN,PF,60.0,1.8,3.8,0.476,0.7,1.9,0.374,0.58,0.927,0.4,1.7,2.1,1.3,0.4,0.2,0.6,5.0
Isaiah Hartenstein,24.0,NYK,C,82.0,2.1,4.0,0.535,0.1,0.5,0.216,0.576,0.676,2.5,4.0,6.5,1.2,0.6,0.8,0.8,5.0
Jaxson Hayes,22.0,NOP,C,47.0,1.8,3.3,0.551,0.1,0.6,0.103,0.654,0.699,0.8,2.0,2.8,0.7,0.4,0.4,0.7,5.0
Jonathan Isaac,25.0,ORL,PF,11.0,2.0,4.8,0.415,0.5,1.4,0.4,0.421,0.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,5.0
Derrick Jones Jr.,25.0,CHI,PF,64.0,1.8,3.6,0.5,0.4,1.3,0.338,0.587,0.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,5.0
Kenneth Lofton Jr.,20.0,MEM,PF,24.0,2.0,3.9,0.527,0.3,0.7,0.353,0.566,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,5.0
Cody Martin,27.0,CHO,SF,7.0,2.0,5.1,0.389,0.4,2.0,0.214,0.5,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,5.0
Sam Merrill,26.0,CLE,SG,5.0,1.8,4.4,0.409,1.0,3.6,0.278,1.0,1.0,0.0,1.8,1.8,1.0,0.8,0.0,0.0,5.0
Blake Wesley,19.0,SAS,SG,37.0,1.9,5.8,0.321,0.5,1.4,0.385,0.301,0.591,0.3,1.9,2.2,2.6,0.7,0.1,1.8,5.0
Ousmane Dieng,19.0,OKC,PF,39.0,1.9,4.6,0.42,0.7,2.5,0.265,0.602,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,4.9
Chimezie Metu,25.0,SAC,PF,66.0,2.0,3.3,0.589,0.1,0.6,0.237,0.663,0.74,0.7,2.3,3.0,0.6,0.3,0.3,0.5,4.9
Austin Rivers,30.0,MIN,SG,52.0,1.8,4.0,0.435,0.8,2.4,0.35,0.558,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,4.9
Danuel House Jr.,29.0,PHI,SF,56.0,1.7,3.5,0.472,0.7,2.0,0.336,0.644,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,4.8
Johnny Juzang,21.0,UTA,SG,18.0,1.9,5.8,0.337,0.8,3.5,0.238,0.488,0.5,0.4,1.7,2.2,0.4,0.2,0.2,0.2,4.8
Meyers Leonard,30.0,MIL,C,9.0,1.6,3.2,0.483,0.8,2.0,0.389,0.636,0.889,1.3,2.4,3.8,0.1,0.2,0.0,0.7,4.8
Garrison Mathews,26.0,2TM,SG,54.0,1.4,3.7,0.363,1.2,3.3,0.35,0.476,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,4.8
Garrison Mathews,26.0,HOU,SG,45.0,1.3,3.8,0.353,1.2,3.4,0.342,0.467,0.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,4.8
Garrison Mathews,26.0,ATL,SG,9.0,1.4,3.4,0.419,1.1,2.8,0.4,0.5,0.875,0.1,1.1,1.2,0.3,0.1,0.1,0.1,4.8
