Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Jaime Jaquez Jr.,22.0,MIA,SF,75.0,4.5,9.3,0.489,0.9,2.7,0.322,0.558,0.811,1.1,2.7,3.8,2.6,1.0,0.3,1.5,11.9
Nic Claxton,24.0,BRK,C,71.0,5.2,8.2,0.629,0.0,0.1,0.2,0.633,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,11.8
Marvin Bagley III,24.0,2TM,C,50.0,4.8,8.2,0.586,0.2,0.5,0.391,0.597,0.762,2.6,3.6,6.2,1.1,0.4,0.7,1.2,11.7
Marvin Bagley III,24.0,DET,C,26.0,4.1,7.0,0.591,0.0,0.2,0.167,0.606,0.82,1.8,2.8,4.5,1.0,0.2,0.5,1.1,10.2
Marvin Bagley III,24.0,WAS,C,24.0,5.5,9.5,0.581,0.3,0.7,0.471,0.59,0.708,3.5,4.6,8.1,1.2,0.6,0.8,1.3,13.3
Ivica Zubac,26.0,LAC,C,68.0,5.0,7.6,0.649,0.0,0.0,0.0,0.649,0.723,2.9,6.3,9.2,1.4,0.3,1.2,1.2,11.7
Cole Anthony,23.0,ORL,PG,81.0,4.1,9.4,0.435,1.1,3.4,0.338,0.49,0.826,0.8,3.0,3.8,2.9,0.8,0.5,1.6,11.6
Jeremy Sochan,20.0,SAS,PF,74.0,4.6,10.5,0.438,0.9,3.1,0.308,0.492,0.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,11.6
Clint Capela,29.0,ATL,C,73.0,4.8,8.5,0.571,0.0,0.0,0.0,0.572,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,11.5
Mike Conley,36.0,MIN,PG,76.0,3.9,8.5,0.457,2.4,5.3,0.442,0.481,0.911,0.5,2.4,2.9,5.9,1.2,0.2,1.3,11.4
Malik Beasley,27.0,MIL,SG,79.0,4.1,9.1,0.443,2.8,6.9,0.413,0.533,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,11.3
Brandon Clarke,27.0,MEM,PF,6.0,5.5,9.8,0.559,0.2,1.0,0.167,0.604,0.143,2.2,3.2,5.3,1.5,0.8,1.0,0.5,11.3
Zach Collins,26.0,SAS,C,69.0,4.3,8.9,0.484,0.8,2.6,0.32,0.552,0.753,1.7,3.7,5.4,2.8,0.5,0.8,1.9,11.2
De'Anthony Melton,25.0,PHI,SG,38.0,3.7,9.5,0.386,2.0,5.6,0.36,0.425,0.835,0.7,3.0,3.7,3.0,1.6,0.4,1.0,11.1
Jakob Poeltl,28.0,TOR,C,50.0,5.0,7.6,0.656,0.0,0.0,0.0,0.656,0.551,2.9,5.7,8.6,2.5,0.7,1.5,1.5,11.1
Russell Westbrook,35.0,LAC,PG,68.0,4.4,9.8,0.454,0.6,2.3,0.273,0.509,0.688,1.4,3.7,5.0,4.5,1.1,0.3,2.1,11.1
Daniel Gafford,25.0,2TM,PF,74.0,4.7,6.5,0.725,0.0,0.0,0.0,0.725,0.674,2.6,5.0,7.6,1.6,0.9,2.1,1.0,11.0
Daniel Gafford,25.0,WAS,C,45.0,4.5,6.5,0.69,0.0,0.0,0.0,0.69,0.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,10.9
Daniel Gafford,25.0,DAL,PF,29.0,5.0,6.4,0.78,0.0,0.0,0.0,0.78,0.607,2.2,4.7,6.9,1.6,0.7,1.9,1.0,11.2
Wendell Carter Jr.,24.0,ORL,C,55.0,4.1,7.7,0.525,1.2,3.1,0.374,0.626,0.694,2.0,4.9,6.9,1.7,0.6,0.5,1.2,11.0
Eric Gordon,35.0,PHO,SG,68.0,4.0,9.1,0.443,2.2,5.8,0.378,0.561,0.797,0.2,1.6,1.8,2.0,1.0,0.4,1.1,11.0
Herbert Jones,25.0,NOP,SF,76.0,3.9,7.7,0.498,1.5,3.6,0.418,0.568,0.867,1.0,2.6,3.6,2.6,1.4,0.8,1.2,11.0
Luke Kennard,27.0,MEM,SG,39.0,3.6,8.1,0.448,2.7,6.1,0.45,0.442,0.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,11.0
Luguentz Dort,24.0,OKC,SF,79.0,3.6,8.3,0.438,2.0,5.0,0.394,0.506,0.826,0.9,2.7,3.6,1.4,0.9,0.6,0.9,10.9
Jusuf Nurkić,29.0,PHO,C,76.0,4.2,8.3,0.51,0.3,1.2,0.244,0.555,0.64,2.9,8.1,11.0,4.0,1.1,1.1,2.3,10.9
Isaiah Stewart,22.0,DET,PF,46.0,4.0,8.3,0.487,1.5,3.8,0.383,0.575,0.753,1.6,5.0,6.6,1.6,0.4,0.8,1.4,10.9
Moritz Wagner,26.0,ORL,C,80.0,4.2,6.9,0.601,0.5,1.4,0.33,0.673,0.814,1.5,2.9,4.3,1.2,0.5,0.3,1.2,10.9
Bruce Brown,27.0,2TM,SG,67.0,4.1,8.7,0.478,0.8,2.4,0.323,0.538,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,10.8
Bruce Brown,27.0,IND,SG,33.0,4.5,9.5,0.475,1.0,3.1,0.327,0.545,0.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,12.1
Bruce Brown,27.0,TOR,PG,34.0,3.8,7.9,0.481,0.6,1.9,0.317,0.532,0.833,0.8,3.0,3.8,2.7,0.7,0.3,1.3,9.6
Jake LaRavia,22.0,MEM,PF,35.0,3.4,8.7,0.389,1.5,4.5,0.34,0.442,0.826,1.5,2.2,3.7,1.7,0.8,0.3,1.3,10.8
Santi Aldama,23.0,MEM,PF,61.0,4.0,9.3,0.435,1.7,5.0,0.349,0.534,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,10.7
Simone Fontecchio,28.0,2TM,SF,66.0,3.8,8.3,0.46,2.0,5.1,0.401,0.551,0.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,10.5
Simone Fontecchio,28.0,UTA,SF,50.0,3.2,7.2,0.45,1.8,4.7,0.391,0.56,0.8,1.0,2.5,3.5,1.5,0.6,0.4,1.0,8.9
Simone Fontecchio,28.0,DET,SF,16.0,5.7,11.9,0.479,2.7,6.3,0.426,0.539,0.846,0.8,3.6,4.4,1.8,0.9,0.3,1.1,15.4
Spencer Dinwiddie,30.0,2TM,PG,76.0,3.3,8.4,0.392,1.6,4.8,0.337,0.467,0.805,0.4,2.3,2.7,4.7,0.7,0.3,1.2,10.5
Spencer Dinwiddie,30.0,BRK,PG,48.0,4.1,10.4,0.391,1.9,5.8,0.32,0.48,0.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,12.6
Spencer Dinwiddie,30.0,LAL,PG,28.0,2.0,5.0,0.397,1.3,3.2,0.389,0.412,0.88,0.1,1.5,1.7,2.4,0.5,0.5,1.0,6.8
Jaden McDaniels,23.0,MIN,SF,72.0,4.3,8.7,0.489,1.2,3.5,0.337,0.592,0.722,0.8,2.3,3.1,1.4,0.9,0.6,1.2,10.5
Alec Burks,32.0,2TM,SG,66.0,3.2,8.6,0.369,1.9,5.0,0.376,0.36,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,10.4
Alec Burks,32.0,DET,SG,43.0,3.7,9.4,0.394,2.3,5.7,0.401,0.384,0.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,12.6
Alec Burks,32.0,NYK,SG,23.0,2.2,7.1,0.307,1.1,3.6,0.301,0.313,0.727,0.3,1.4,1.7,0.9,0.3,0.0,0.7,6.5
Dalano Banton,24.0,2TM,PG,54.0,3.7,9.3,0.404,1.1,3.7,0.296,0.475,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,10.3
Dalano Banton,24.0,BOS,PG,24.0,0.8,2.1,0.373,0.1,0.7,0.125,0.486,0.8,0.5,1.0,1.5,0.8,0.2,0.1,0.4,2.3
Dalano Banton,24.0,POR,PG,30.0,6.1,15.0,0.408,1.9,6.1,0.311,0.474,0.78,1.0,3.8,4.8,3.6,0.9,0.6,2.2,16.7
Grant Williams,25.0,2TM,PF,76.0,3.6,8.0,0.456,1.7,4.4,0.375,0.558,0.757,1.1,3.1,4.2,2.3,0.6,0.5,1.4,10.3
Grant Williams,25.0,DAL,PF,47.0,2.8,6.7,0.413,1.7,4.5,0.376,0.486,0.745,1.0,2.6,3.6,1.7,0.5,0.6,1.1,8.1
Grant Williams,25.0,CHO,PF,29.0,5.0,9.9,0.503,1.6,4.3,0.373,0.605,0.765,1.4,3.8,5.1,3.2,0.7,0.4,1.9,13.9
Obi Toppin,25.0,IND,PF,82.0,4.0,7.1,0.573,1.2,3.1,0.403,0.706,0.77,1.0,2.9,3.9,1.6,0.6,0.5,0.8,10.3
Kevin Huerter,25.0,SAC,SG,64.0,3.9,8.8,0.443,1.9,5.3,0.361,0.571,0.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,10.2
Reggie Jackson,33.0,DEN,PG,82.0,4.0,9.2,0.431,1.2,3.5,0.359,0.475,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,10.2
T.J. McConnell,31.0,IND,PG,71.0,4.6,8.4,0.556,0.3,0.6,0.409,0.568,0.79,0.5,2.2,2.7,5.5,1.0,0.1,1.5,10.2
Onyeka Okongwu,23.0,ATL,C,55.0,4.1,6.6,0.611,0.4,1.3,0.333,0.676,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,10.2
Kentavious Caldwell-Pope,30.0,DEN,SG,76.0,3.6,7.7,0.46,1.6,4.1,0.406,0.52,0.894,0.4,2.0,2.4,2.4,1.3,0.6,1.0,10.1
Alex Caruso,29.0,CHI,SG,71.0,3.6,7.6,0.468,1.9,4.7,0.408,0.563,0.76,0.9,3.0,3.8,3.5,1.7,1.0,1.4,10.1
Talen Horton-Tucker,23.0,UTA,PG,51.0,3.6,9.1,0.396,1.2,3.6,0.33,0.438,0.807,0.4,2.0,2.4,3.5,0.9,0.4,1.3,10.1
Tre Jones,24.0,SAS,PG,77.0,3.9,7.8,0.505,0.8,2.5,0.335,0.584,0.856,0.8,3.0,3.8,6.2,1.0,0.1,1.5,10.0
Caleb Martin,28.0,MIA,SF,64.0,3.8,8.7,0.431,1.3,3.6,0.349,0.489,0.778,1.2,3.2,4.4,2.2,0.7,0.5,1.2,10.0
Patrick Williams,22.0,CHI,PF,43.0,3.7,8.3,0.443,1.4,3.4,0.399,0.474,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,10.0
Vince Williams Jr.,23.0,MEM,SG,52.0,3.3,7.3,0.446,1.5,4.0,0.378,0.529,0.8,1.1,4.4,5.6,3.4,0.9,0.7,1.8,10.0
Josh Richardson,30.0,MIA,SG,43.0,3.6,8.1,0.444,1.5,4.4,0.347,0.561,0.944,0.4,2.4,2.8,2.4,0.6,0.3,0.8,9.9
Jalen Smith,23.0,IND,C,61.0,3.8,6.5,0.592,1.0,2.4,0.424,0.689,0.692,1.8,3.7,5.5,1.0,0.3,0.6,0.7,9.9
Gordon Hayward,33.0,2TM,SF,51.0,3.7,7.9,0.464,0.7,1.8,0.411,0.479,0.742,0.7,2.8,3.5,3.1,0.8,0.3,1.3,9.8
Gordon Hayward,33.0,CHO,SF,25.0,5.6,11.9,0.468,0.9,2.4,0.361,0.496,0.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,14.5
Gordon Hayward,33.0,OKC,SF,26.0,1.8,4.1,0.453,0.6,1.1,0.517,0.429,0.692,0.5,2.0,2.5,1.6,0.5,0.0,0.6,5.3
Kelly Olynyk,32.0,2TM,C,78.0,3.5,6.4,0.555,0.8,2.0,0.387,0.632,0.833,1.4,3.9,5.3,4.4,0.9,0.4,1.9,9.8
Kelly Olynyk,32.0,UTA,C,50.0,2.9,5.2,0.562,0.7,1.7,0.429,0.626,0.842,1.3,3.8,5.1,4.4,0.7,0.2,1.6,8.1
Kelly Olynyk,32.0,TOR,C,28.0,4.7,8.5,0.548,0.9,2.5,0.338,0.637,0.824,1.6,4.0,5.6,4.6,1.3,0.6,2.5,12.7
Tari Eason,22.0,HOU,PF,22.0,4.0,8.6,0.466,0.8,2.3,0.36,0.504,0.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,9.8
Nick Richards,26.0,CHO,C,67.0,3.9,5.6,0.691,0.0,0.0,0.0,0.693,0.737,2.6,5.5,8.0,0.8,0.4,1.1,1.1,9.7
Lonnie Walker IV,25.0,BRK,SG,58.0,3.6,8.5,0.423,1.8,4.7,0.384,0.471,0.763,0.2,2.0,2.2,1.3,0.6,0.3,0.9,9.7
Payton Pritchard,26.0,BOS,PG,82.0,3.6,7.7,0.468,1.8,4.7,0.385,0.593,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,9.6
Amen Thompson,21.0,HOU,SF,62.0,3.9,7.2,0.536,0.1,0.9,0.138,0.595,0.684,2.4,4.2,6.6,2.6,1.3,0.6,1.5,9.5
Josh Hart,28.0,NYK,SF,81.0,3.6,8.4,0.434,1.0,3.2,0.31,0.511,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,9.4
Georges Niang,30.0,CLE,PF,82.0,3.5,7.7,0.449,1.8,4.8,0.376,0.572,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,9.4
Isaac Okoro,23.0,CLE,SF,69.0,3.4,7.0,0.49,1.2,3.1,0.391,0.57,0.679,1.0,2.0,3.0,1.9,0.8,0.5,0.8,9.4
Tre Mann,22.0,2TM,PG,41.0,3.5,7.7,0.459,1.1,3.1,0.373,0.516,0.763,0.5,3.1,3.6,4.0,1.2,0.1,1.6,9.3
Tre Mann,22.0,OKC,PG,13.0,1.5,3.1,0.5,0.6,1.5,0.421,0.571,1.0,0.3,1.5,1.8,1.5,0.2,0.0,0.7,3.8
Tre Mann,22.0,CHO,PG,28.0,4.5,9.9,0.453,1.4,3.8,0.364,0.509,0.759,0.6,3.9,4.5,5.2,1.7,0.1,2.0,11.9
Malaki Branham,20.0,SAS,PG,75.0,3.6,8.4,0.432,1.2,3.6,0.347,0.494,0.873,0.4,1.6,2.0,2.1,0.4,0.1,1.2,9.2
Andrew Nembhard,24.0,IND,PG,68.0,3.8,7.7,0.498,0.9,2.5,0.357,0.567,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,9.2
Chris Paul,38.0,GSW,PG,58.0,3.6,8.1,0.441,1.3,3.6,0.371,0.498,0.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,9.2
Brandin Podziemski,20.0,GSW,SG,74.0,3.7,8.1,0.454,1.2,3.2,0.385,0.499,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,9.2
Duop Reath,27.0,POR,C,68.0,3.4,7.3,0.461,1.3,3.6,0.359,0.559,0.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,9.1
Sam Hauser,26.0,BOS,SF,79.0,3.2,7.1,0.446,2.5,5.9,0.424,0.559,0.895,0.6,2.9,3.5,1.0,0.5,0.3,0.4,9.0
Taurean Prince,29.0,LAL,PF,78.0,3.2,7.3,0.442,1.8,4.6,0.396,0.519,0.735,0.3,2.7,2.9,1.5,0.7,0.4,0.9,8.9
Jabari Walker,21.0,POR,SF,72.0,3.3,7.1,0.46,0.6,1.9,0.295,0.522,0.754,2.1,5.0,7.1,1.0,0.6,0.3,0.9,8.9
Dereck Lively II,19.0,DAL,C,55.0,4.0,5.4,0.747,0.0,0.0,0.0,0.752,0.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,8.8
Kevin Love,35.0,MIA,PF,55.0,2.9,6.5,0.44,1.5,4.4,0.344,0.643,0.787,1.1,5.1,6.1,2.1,0.3,0.2,0.9,8.8
Terance Mann,27.0,LAC,SG,75.0,3.4,6.6,0.515,0.9,2.7,0.348,0.633,0.832,1.2,2.2,3.4,1.6,0.6,0.2,0.6,8.8
Ausar Thompson,21.0,DET,SF,63.0,3.7,7.6,0.483,0.3,1.8,0.186,0.575,0.597,2.0,4.3,6.4,1.9,1.1,0.9,1.3,8.8
Draymond Green,33.0,GSW,PF,55.0,3.4,6.8,0.497,0.9,2.3,0.395,0.551,0.73,1.4,5.9,7.2,6.0,1.0,0.9,2.5,8.6
Al Horford,37.0,BOS,C,65.0,3.3,6.4,0.511,1.7,4.0,0.419,0.658,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,8.6
Derrick Jones Jr.,26.0,DAL,SF,76.0,3.1,6.5,0.483,1.1,3.1,0.343,0.613,0.713,1.1,2.2,3.3,1.0,0.7,0.7,0.9,8.6
Gradey Dick,20.0,TOR,SG,60.0,3.2,7.4,0.425,1.5,4.0,0.365,0.495,0.863,0.5,1.8,2.2,1.1,0.6,0.0,0.8,8.5
Dorian Finney-Smith,30.0,BRK,PF,68.0,3.2,7.5,0.421,1.7,4.9,0.348,0.56,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,8.5
Tristan Vukcevic,20.0,WAS,C,10.0,2.9,6.7,0.433,1.0,3.6,0.278,0.613,0.773,0.6,3.0,3.6,1.3,0.5,0.7,1.0,8.5
Bilal Coulibaly,19.0,WAS,SF,63.0,3.0,6.9,0.435,1.0,2.9,0.346,0.502,0.702,0.9,3.2,4.1,1.7,0.9,0.8,1.4,8.4
Andre Drummond,30.0,CHI,C,79.0,3.4,6.1,0.556,0.0,0.0,0.0,0.56,0.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,8.4
Miles McBride,23.0,NYK,PG,68.0,3.0,6.7,0.452,1.6,3.9,0.41,0.511,0.86,0.5,1.0,1.5,1.7,0.7,0.1,0.4,8.3
Marcus Sasser,23.0,DET,PG,71.0,3.1,7.2,0.428,1.3,3.4,0.375,0.474,0.879,0.2,1.6,1.8,3.3,0.6,0.2,1.3,8.3
Josh Green,23.0,DAL,SG,57.0,3.1,6.6,0.479,1.3,3.3,0.385,0.572,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,8.2
Isaiah Joe,24.0,OKC,SG,78.0,2.8,6.2,0.458,1.9,4.5,0.416,0.568,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,8.2
Ziaire Williams,22.0,MEM,SF,51.0,2.9,7.4,0.397,1.1,3.7,0.307,0.487,0.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,8.2
Kyle Lowry,37.0,2TM,PG,60.0,2.7,6.3,0.432,1.6,4.2,0.392,0.512,0.84,0.6,2.7,3.2,4.2,1.0,0.4,1.4,8.1
Kyle Lowry,37.0,MIA,PG,37.0,2.8,6.5,0.426,1.7,4.4,0.385,0.506,0.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,8.2
Kyle Lowry,37.0,PHI,PG,23.0,2.6,5.9,0.444,1.6,3.9,0.404,0.522,0.848,0.4,2.4,2.8,4.6,0.9,0.3,1.4,8.0
Walker Kessler,22.0,UTA,C,64.0,3.6,5.5,0.654,0.1,0.3,0.211,0.68,0.602,2.6,4.9,7.5,0.9,0.5,2.4,1.0,8.1
Moses Moody,21.0,GSW,SG,66.0,2.9,6.4,0.462,1.1,3.0,0.36,0.555,0.785,1.0,2.0,3.0,0.9,0.6,0.4,0.7,8.1
Nickeil Alexander-Walker,25.0,MIN,SG,82.0,2.9,6.6,0.439,1.6,4.1,0.391,0.517,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,8.0
Sam Merrill,27.0,CLE,SG,61.0,2.6,6.4,0.402,2.3,5.8,0.404,0.385,0.929,0.4,1.6,2.0,1.8,0.3,0.1,0.3,8.0
Derrick Rose,35.0,MEM,PG,24.0,3.2,6.9,0.461,0.6,1.7,0.366,0.492,0.889,0.3,1.6,1.9,3.3,0.3,0.1,1.3,8.0
Dario Šarić,29.0,GSW,C,64.0,2.8,6.1,0.466,1.2,3.1,0.376,0.56,0.849,1.1,3.3,4.4,2.3,0.5,0.2,1.2,8.0
Trayce Jackson-Davis,23.0,GSW,PF,68.0,3.4,4.9,0.702,0.0,0.0,0.0,0.704,0.561,2.0,3.0,5.0,1.2,0.4,1.1,0.7,7.9
Dante Exum,28.0,DAL,PG,55.0,2.9,5.5,0.533,1.0,2.0,0.491,0.557,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,7.8
Markelle Fultz,25.0,ORL,PG,43.0,3.6,7.6,0.472,0.1,0.4,0.222,0.487,0.697,1.3,1.9,3.2,2.8,1.0,0.3,1.2,7.8
Isaiah Hartenstein,25.0,NYK,C,75.0,3.1,4.9,0.644,0.0,0.0,0.333,0.646,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,7.8
Jordan Hawkins,21.0,NOP,SG,67.0,2.6,6.8,0.382,1.6,4.4,0.366,0.411,0.838,0.4,1.8,2.2,1.0,0.3,0.1,0.6,7.8
Royce O'Neale,30.0,2TM,SF,79.0,2.7,6.8,0.397,2.0,5.3,0.37,0.496,0.686,0.8,4.0,4.8,2.8,0.7,0.6,0.9,7.7
Royce O'Neale,30.0,BRK,SF,49.0,2.6,6.6,0.388,2.0,5.4,0.366,0.483,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,7.4
Royce O'Neale,30.0,PHO,SF,30.0,2.9,7.1,0.411,2.0,5.2,0.376,0.509,0.692,0.7,4.5,5.2,2.7,0.9,0.5,0.7,8.1
RaiQuan Gray,24.0,SAS,PF,3.0,3.3,5.7,0.588,1.0,2.3,0.429,0.7,0.0,0.7,1.7,2.3,2.0,0.3,0.3,0.3,7.7
Nikola Jović,20.0,MIA,PF,46.0,2.8,6.1,0.452,1.4,3.5,0.399,0.525,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,7.7
Precious Achiuwa,24.0,2TM,PF,74.0,3.2,6.3,0.501,0.4,1.3,0.268,0.562,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,7.6
Precious Achiuwa,24.0,TOR,C,25.0,3.1,6.8,0.459,0.5,1.9,0.277,0.528,0.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,7.7
Precious Achiuwa,24.0,NYK,PF,49.0,3.2,6.1,0.525,0.3,1.0,0.26,0.578,0.643,2.9,4.3,7.2,1.1,0.6,1.1,1.1,7.6
Toumani Camara,23.0,POR,PF,70.0,2.8,6.3,0.45,0.8,2.5,0.337,0.523,0.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,7.5
Cody Martin,28.0,CHO,SF,28.0,2.9,7.7,0.381,1.0,3.1,0.314,0.426,0.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,7.5
Brice Sensabaugh,20.0,UTA,SF,32.0,2.7,6.8,0.39,1.1,3.6,0.296,0.495,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,7.5
Cameron Payne,29.0,2TM,PG,78.0,2.7,6.2,0.432,1.3,3.4,0.39,0.486,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,7.4
Cameron Payne,29.0,MIL,PG,47.0,2.1,4.7,0.455,1.1,2.8,0.397,0.538,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,6.2
Cameron Payne,29.0,PHI,PG,31.0,3.5,8.4,0.413,1.7,4.4,0.382,0.447,0.913,0.5,1.3,1.8,3.1,0.6,0.3,1.1,9.3
Christian Braun,22.0,DEN,SG,82.0,2.7,5.9,0.46,0.8,2.0,0.384,0.498,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,7.3
Jaden Hardy,21.0,DAL,SG,73.0,2.7,6.6,0.407,1.1,3.1,0.362,0.447,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,7.3
Taylor Hendricks,20.0,UTA,PF,40.0,2.7,6.0,0.45,1.3,3.5,0.379,0.55,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,7.3
Paul Reed,24.0,PHI,C,82.0,3.2,5.9,0.54,0.3,0.7,0.368,0.563,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,7.3
Lamar Stevens,26.0,2TM,PF,38.0,2.8,6.3,0.45,0.4,1.2,0.304,0.485,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,7.2
Lamar Stevens,26.0,BOS,PF,19.0,1.1,2.4,0.467,0.2,0.4,0.375,0.486,0.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,2.8
Lamar Stevens,26.0,MEM,PF,19.0,4.6,10.3,0.446,0.6,2.0,0.289,0.484,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,11.5
Johnny Juzang,22.0,UTA,SG,20.0,2.6,5.5,0.464,1.6,3.9,0.416,0.576,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,7.2
Kevin Knox,24.0,DET,SF,31.0,2.8,6.0,0.462,1.0,3.0,0.33,0.598,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,7.2
Trey Lyles,28.0,SAC,PF,58.0,2.5,5.5,0.445,1.4,3.8,0.384,0.578,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,7.2
Jose Alvarado,25.0,NOP,PG,56.0,2.5,6.2,0.412,1.4,3.7,0.377,0.464,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,7.1
Naji Marshall,26.0,NOP,SF,66.0,2.6,5.6,0.463,0.9,2.3,0.387,0.516,0.791,0.8,2.8,3.6,1.9,0.7,0.2,1.0,7.1
Landry Shamet,26.0,WAS,SG,46.0,2.6,6.0,0.431,1.2,3.4,0.338,0.556,0.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,7.1
James Wiseman,22.0,DET,C,63.0,3.0,4.8,0.613,0.0,0.0,0.0,0.617,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1.0,7.1
Vasilije Micić,30.0,2TM,PG,60.0,2.7,6.2,0.43,0.7,2.6,0.279,0.537,0.813,0.2,1.2,1.5,4.4,0.5,0.1,1.7,7.0
Vasilije Micić,30.0,OKC,PG,30.0,1.2,3.0,0.407,0.4,1.5,0.244,0.565,0.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,3.3
Vasilije Micić,30.0,CHO,PG,30.0,4.1,9.3,0.437,1.1,3.6,0.294,0.529,0.839,0.4,1.7,2.1,6.2,0.7,0.1,2.3,10.8
Jordan Nwora,25.0,2TM,SF,52.0,2.7,5.8,0.462,0.8,2.5,0.336,0.56,0.83,0.5,2.3,2.9,1.2,0.5,0.3,1.0,7.0
Jordan Nwora,25.0,IND,SF,18.0,2.1,4.6,0.451,0.6,2.0,0.306,0.565,0.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,5.2
Jordan Nwora,25.0,TOR,SF,34.0,3.0,6.4,0.465,1.0,2.8,0.347,0.557,0.833,0.6,2.8,3.4,1.3,0.6,0.4,1.2,7.9
Quentin Grimes,23.0,2TM,SG,51.0,2.4,6.4,0.372,1.6,4.7,0.338,0.466,0.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,7.0
Quentin Grimes,23.0,NYK,SG,45.0,2.5,6.4,0.395,1.7,4.7,0.363,0.486,0.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,7.3
Quentin Grimes,23.0,DET,SG,6.0,1.5,7.0,0.214,0.7,4.7,0.143,0.357,0.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,5.3
Javon Freeman-Liberty,24.0,TOR,PG,22.0,2.5,5.6,0.444,0.5,1.9,0.238,0.549,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,7.0
Evan Fournier,31.0,2TM,SG,32.0,2.5,6.9,0.357,1.0,4.1,0.254,0.505,0.806,0.2,1.7,1.8,1.5,0.9,0.2,0.7,6.9
Evan Fournier,31.0,NYK,SG,3.0,1.3,6.7,0.2,0.7,5.0,0.133,0.4,1.0,0.0,1.3,1.3,1.0,1.3,0.0,0.3,4.0
Evan Fournier,31.0,DET,SG,29.0,2.6,6.9,0.373,1.1,4.0,0.27,0.512,0.794,0.2,1.7,1.9,1.6,0.9,0.2,0.7,7.2
