Player,Team,Pos,Age,G,FG,FGA,3P,3PA,3P%,2P%,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PTS
D.J. Carton,TOR,SG,23.0,4.0,0.8,2.0,0.3,1.0,0.25,0.5,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,2.8
D.J. Wilson,"HOU, PHI, 2TM, MIL, TOR",PF,25.0,15.0,2.1,4.1,0.7,1.8,0.408,0.54,0.535,0.5,2.3,2.8,0.8,0.4,0.5,0.4,5.5
DaQuan Jeffries,"HOU, 2TM, MEM, NYK, SAC",SG,24.0,16.0,1.1,2.7,0.4,1.5,0.22,0.656,0.546,0.4,1.3,1.6,0.6,0.3,0.2,0.3,2.8
Daishen Nix,"HOU, MIN","SG, PG",20.0,32.0,1.0,2.9,0.5,1.6,0.303,0.447,0.567,0.2,0.9,1.1,1.5,0.5,0.0,1.0,3.0
Dakota Mathias,"PHI, MEM",SG,26.0,7.0,1.3,3.5,0.6,2.2,0.32,0.25,0.166,0.0,0.6,0.6,0.9,0.2,0.2,0.0,3.5
Dalano Banton,"BOS, TOR, POR, 2TM",PG,23.0,41.0,2.7,6.8,0.8,2.6,0.256,0.481,0.732,0.7,1.9,2.6,1.9,0.5,0.3,1.1,7.4
Dalen Terry,CHI,SG,20.0,48.0,1.0,2.3,0.2,1.0,0.244,0.592,0.624,0.4,1.0,1.4,1.0,0.4,0.2,0.4,2.7
Damian Jones,"2TM, PHO, 3TM, LAL, CLE, UTA, SAC",C,26.0,28.0,1.7,2.5,0.1,0.3,0.257,0.689,0.751,0.9,2.1,3.0,0.6,0.3,0.6,0.6,4.4
Damian Lillard,"MIL, POR",PG,32.0,57.0,8.4,19.3,3.6,10.0,0.36,0.517,0.91,0.6,3.8,4.4,7.3,0.8,0.3,3.0,27.3
Damion Lee,"GSW, PHO",SG,29.0,65.0,2.5,5.7,1.3,3.2,0.393,0.539,0.898,0.4,2.7,3.1,1.2,0.6,0.1,0.7,7.4
Damyean Dotson,"NYK, CLE",SG,26.0,24.0,1.8,4.2,0.5,2.0,0.144,0.606,0.334,0.0,1.4,1.5,1.2,0.2,0.0,0.4,4.4
Daniel Gafford,"DAL, CHI, WAS, 2TM","PF, C",24.0,51.0,3.8,5.4,0.0,0.0,0.0,0.71,0.67,2.2,3.7,5.9,1.0,0.6,1.6,0.9,9.2
Daniel Oturu,"TOR, LAC",C,22.0,16.0,0.8,1.8,0.0,0.2,0.1,0.524,0.675,0.5,1.1,1.6,0.2,0.0,0.4,0.2,2.4
Daniel Theis,"HOU, IND, 2TM, BOS, LAC, CHI",C,29.0,35.0,3.0,6.0,0.6,1.9,0.283,0.595,0.599,1.2,3.0,4.2,1.1,0.4,0.7,0.8,7.5
Danilo Gallinari,"MIL, DET, 3TM, ATL, WAS","SF, PF",34.0,36.0,2.4,5.5,1.1,2.8,0.364,0.517,0.882,0.4,2.5,2.9,1.3,0.4,0.2,0.5,8.2
Danny Green,"CLE, PHI, 2TM, MEM","SF, SG",35.0,26.0,1.8,4.5,1.4,3.5,0.34,0.346,0.594,0.4,1.5,1.9,0.8,0.7,0.4,0.8,5.1
Dante Exum,"DAL, CLE","SG, PG",26.0,30.0,2.3,4.9,0.6,1.9,0.336,0.545,0.64,0.4,2.4,2.8,2.6,0.6,0.2,1.0,5.8
Danuel House Jr.,"HOU, PHI, 3TM, NYK, UTA",SF,28.0,30.0,1.7,4.2,0.8,2.4,0.295,0.434,0.644,0.4,1.8,2.2,1.0,0.4,0.3,0.7,5.0
Dario Šarić,"GSW, PHO, 2TM, OKC","PF, C",28.0,46.0,2.6,5.5,0.9,2.4,0.379,0.53,0.838,0.9,2.9,3.8,1.5,0.5,0.1,1.1,7.3
Dariq Whitehead,BRK,SF,19.0,2.0,0.5,2.5,0.0,1.5,0.0,0.5,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,1.5
Darius Bazley,"PHI, 2TM, PHO, OKC, UTA","PF, C",22.0,28.0,2.4,5.3,0.6,1.9,0.264,0.501,0.569,0.8,3.0,3.8,1.0,0.6,0.7,1.0,6.6
Darius Days,HOU,SF,23.0,4.0,1.3,3.0,0.8,2.5,0.3,1.0,1.0,0.3,1.3,1.5,0.3,0.0,0.3,0.0,3.8
Darius Garland,CLE,PG,22.0,62.0,7.2,15.8,2.3,6.0,0.39,0.496,0.859,0.5,2.3,2.8,7.2,1.2,0.1,3.2,19.7
Darius Miller,OKC,SF,30.0,18.0,1.2,2.7,0.9,2.3,0.405,0.833,1.0,0.1,1.2,1.3,1.2,0.7,0.3,0.4,4.1
Darren Collison,LAL,PG,34.0,3.0,0.7,2.3,0.0,1.0,0.0,0.5,0.0,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.3
David Duke Jr.,"SAS, BRK","SG, PG",23.0,16.0,2.0,4.3,0.4,1.2,0.275,0.512,0.839,0.8,1.5,2.3,1.0,0.5,0.1,0.7,5.0
David Johnson,TOR,SG,20.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Nwaba,HOU,SF,28.0,38.0,2.6,5.6,0.4,1.6,0.288,0.562,0.704,1.1,2.5,3.6,0.9,0.8,0.6,0.6,7.2
David Roddy,"PHO, 2TM, MEM",PF,22.0,50.0,2.2,5.4,0.7,2.3,0.256,0.525,0.752,0.7,2.0,2.7,1.0,0.4,0.2,0.8,5.7
Davion Mitchell,SAC,PG,24.0,76.0,3.0,6.9,1.0,3.0,0.332,0.534,0.726,0.3,1.3,1.6,2.8,0.5,0.2,1.0,7.5
Davon Reed,"DEN, LAL, 2TM",SG,27.0,34.0,0.9,2.0,0.4,1.1,0.416,0.532,0.584,0.2,1.2,1.4,0.6,0.4,0.1,0.4,2.4
Day'Ron Sharpe,BRK,"PF, C",21.0,47.0,2.5,4.4,0.1,0.2,0.366,0.575,0.61,2.4,2.8,5.2,0.9,0.3,0.6,1.0,5.9
De'Aaron Fox,SAC,PG,24.0,66.0,9.2,19.2,1.9,5.6,0.328,0.542,0.747,0.6,3.4,4.0,6.1,1.4,0.4,2.7,25.0
De'Andre Hunter,ATL,SF,24.0,50.0,5.2,11.4,1.6,4.4,0.36,0.524,0.824,0.6,3.4,4.0,1.5,0.7,0.4,1.3,14.8
De'Anthony Melton,"PHI, MEM","SG, PG",24.0,60.0,3.6,8.8,1.9,5.0,0.384,0.454,0.796,0.8,3.1,3.8,2.7,1.4,0.5,1.3,10.3
DeAndre Jordan,"PHI, 2TM, BRK, DEN, LAL",C,33.0,38.0,2.2,3.2,0.0,0.0,0.167,0.677,0.529,1.7,3.9,5.6,0.8,0.2,0.7,1.0,4.9
DeAndre' Bembry,"TOR, BRK, MIL, 2TM",SF,27.0,41.0,1.8,3.4,0.2,0.6,0.274,0.538,0.471,0.7,1.9,2.6,1.4,0.8,0.3,0.7,4.4
DeJon Jarreau,"IND, MEM",SG,25.0,5.0,1.0,2.8,0.2,0.7,0.154,0.176,0.228,0.4,2.0,2.4,1.4,0.4,0.1,0.5,2.4
DeMar DeRozan,"SAS, CHI","SF, PF",32.0,72.0,8.7,17.5,0.6,2.0,0.316,0.518,0.87,0.6,4.0,4.6,5.6,1.0,0.4,2.0,24.5
DeMarcus Cousins,"HOU, 2TM, MIL, DEN, LAC",C,30.0,30.0,3.2,7.0,0.9,2.8,0.334,0.527,0.745,1.4,4.5,5.9,1.6,0.8,0.5,1.6,8.9
Dean Wade,CLE,PF,26.0,53.0,1.9,4.4,1.2,3.2,0.368,0.584,0.714,0.6,2.9,3.4,1.0,0.6,0.4,0.4,5.4
Deandre Ayton,"PHO, POR",C,24.0,62.0,7.4,12.2,0.1,0.3,0.24,0.613,0.774,2.9,7.6,10.4,1.5,0.7,0.9,1.7,16.6
Deividas Sirvydis,DET,SG,20.0,12.0,0.5,2.6,0.4,1.8,0.25,0.166,0.25,0.0,1.8,1.8,0.3,0.6,0.2,0.2,1.6
Dejounte Murray,"SAS, ATL","SG, PG",26.0,72.0,8.0,17.4,1.7,4.9,0.338,0.506,0.803,0.9,5.6,6.5,6.8,1.6,0.2,2.3,20.0
Delon Wright,"2TM, MIA, DET, ATL, WAS, SAC","SG, PG",30.0,43.0,2.6,5.8,0.8,2.1,0.368,0.478,0.826,0.8,2.3,3.1,3.4,1.4,0.3,0.8,7.0
Deni Avdija,WAS,SF,22.0,72.0,3.5,7.8,1.0,3.1,0.326,0.538,0.72,0.8,5.1,5.9,2.4,0.8,0.4,1.4,9.6
Dennis Schröder,"HOU, 2TM, BOS, BRK, LAL, TOR","SG, PG",29.0,52.0,4.8,11.3,1.4,4.1,0.353,0.468,0.845,0.5,2.7,3.1,5.4,0.8,0.2,2.2,13.6
Dennis Smith Jr.,"2TM, BRK, DET, POR, NYK, CHO",PG,24.0,32.0,2.4,6.0,0.5,1.9,0.235,0.444,0.733,0.5,1.9,2.4,3.3,1.1,0.4,1.1,6.3
Denzel Valentine,"CHI, CLE, UTA, 2TM",SG,28.0,28.0,1.4,3.6,0.8,2.4,0.369,0.506,0.235,0.3,1.9,2.2,0.7,0.4,0.0,0.7,3.7
Deonte Burton,SAC,PF,29.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dereck Lively II,DAL,C,19.0,55.0,4.0,5.4,0.0,0.0,0.0,0.752,0.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,8.8
Dereon Seabron,NOP,SG,22.0,6.0,0.6,1.6,0.1,0.2,0.25,0.336,0.416,0.2,0.5,0.7,0.4,0.2,0.1,0.0,1.5
Derrick Favors,"UTA, OKC",C,30.0,54.0,2.3,4.2,0.0,0.2,0.062,0.598,0.689,1.8,3.4,5.1,0.6,0.4,0.6,0.4,5.4
Derrick Jones Jr.,"DAL, CHI, POR","SF, PF",24.0,62.0,2.4,4.8,0.6,2.0,0.331,0.613,0.725,1.1,2.0,3.1,0.7,0.6,0.7,0.6,6.5
Derrick Rose,"NYK, DET, 2TM, MEM",PG,33.0,30.0,4.5,10.0,1.0,2.6,0.367,0.475,0.894,0.4,1.9,2.3,3.6,0.8,0.3,1.4,11.6
Derrick Walton,DET,PG,26.0,3.0,2.0,8.7,1.0,4.3,0.231,0.231,1.0,0.7,2.7,3.3,7.0,2.3,1.3,3.7,6.3
Derrick White,"SAS, 2TM, BOS",SG,27.0,57.0,4.6,10.7,1.9,5.5,0.342,0.521,0.869,0.5,3.0,3.5,4.4,0.8,0.9,1.4,13.6
Desmond Bane,MEM,SG,24.0,61.0,6.6,14.1,2.7,6.6,0.414,0.517,0.868,0.7,3.6,4.2,3.6,1.0,0.4,1.8,18.2
Devin Booker,PHO,"SG, PG",26.0,64.0,9.6,19.8,2.2,6.2,0.36,0.539,0.869,0.7,3.9,4.6,5.4,1.0,0.3,2.7,26.8
Devin Cannady,ORL,PG,24.0,6.0,2.2,6.2,1.9,4.7,0.39,0.208,0.786,0.1,0.8,0.9,1.0,0.8,0.4,0.6,7.2
Devin Vassell,SAS,"SF, SG",22.0,60.0,5.2,11.7,2.0,5.4,0.367,0.495,0.816,0.4,3.3,3.7,2.6,1.0,0.4,1.1,14.0
Devon Dotson,"CHI, WAS",PG,22.0,9.0,0.7,1.9,0.2,0.7,0.205,0.452,0.185,0.4,0.6,1.0,1.1,0.4,0.0,0.3,1.7
Devontae Cacok,"SAS, LAL",PF,24.0,18.0,1.2,1.8,0.0,0.0,0.0,0.632,0.513,0.6,1.6,2.2,0.2,0.4,0.4,0.2,2.6
Devonte' Graham,"SAS, NOP, 2TM, CHO",PG,27.0,50.0,3.0,8.0,2.1,5.9,0.346,0.445,0.79,0.3,1.7,2.0,3.4,0.7,0.2,1.0,9.6
Dewayne Dedmon,"MIA, PHI, 2TM",C,32.0,32.0,2.2,3.9,0.2,0.7,0.342,0.621,0.618,1.2,3.1,4.3,0.8,0.3,0.5,0.8,5.6
Dexter Dennis,DAL,SG,24.0,4.0,2.5,4.8,0.3,2.0,0.125,0.818,0.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,5.5
Didi Louzada,"NOP, 2TM, POR","SF, SG",22.0,5.0,1.0,3.4,0.8,2.4,0.273,0.2,0.5,0.6,0.9,1.5,0.7,0.3,0.1,0.6,2.9
Dillon Brooks,"HOU, MEM",SF,26.0,61.0,5.9,14.0,1.8,5.4,0.334,0.471,0.822,0.8,2.4,3.2,2.4,1.0,0.2,1.5,15.6
Dmytro Skapintsev,NYK,C,25.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domantas Sabonis,"IND, SAC, 2TM","PF, C",25.0,58.0,7.4,12.9,0.5,1.7,0.324,0.613,0.734,3.1,9.3,12.4,6.4,1.0,0.5,3.2,19.2
Dominick Barlow,SAS,PF,20.0,30.0,1.6,3.2,0.0,0.2,0.166,0.536,0.705,1.5,2.0,3.5,1.0,0.4,0.6,0.4,4.2
Donovan Mitchell,"UTA, CLE","SG, PG",26.0,61.0,9.3,20.4,3.4,9.2,0.374,0.528,0.857,0.8,3.6,4.5,5.2,1.4,0.4,2.8,26.8
Donovan Williams,ATL,SG,21.0,2.0,1.0,2.5,0.0,1.0,0.0,0.667,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
Donta Hall,ORL,PF,23.0,13.0,1.9,2.7,0.0,0.0,0.0,0.714,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,5.6
Donte DiVincenzo,"2TM, GSW, MIL, NYK, SAC",SG,25.0,50.0,3.5,8.8,2.1,5.8,0.361,0.446,0.804,1.0,3.3,4.3,2.9,1.2,0.2,1.6,10.3
Dorian Finney-Smith,"DAL, BRK, 2TM",PF,29.0,57.0,3.3,7.8,1.8,5.1,0.356,0.544,0.742,1.6,3.2,4.9,1.6,0.9,0.5,0.9,9.0
Doug McDermott,"IND, SAS, 2TM","SF, PF",31.0,52.0,3.2,6.7,1.6,4.1,0.399,0.57,0.671,0.4,1.4,1.7,1.2,0.3,0.1,0.6,8.5
Draymond Green,GSW,PF,32.0,59.0,3.1,6.2,0.6,1.8,0.316,0.571,0.724,1.0,6.2,7.2,7.2,1.2,0.9,2.8,7.9
Drew Eubanks,"SAS, POR, 2TM, PHO",C,24.0,58.0,3.0,4.9,0.1,0.2,0.5,0.61,0.743,1.8,3.6,5.4,1.1,0.4,0.8,1.0,7.4
Drew Peterson,BOS,PF,24.0,3.0,1.3,2.0,1.0,1.7,0.6,1.0,0.0,0.0,0.3,0.3,0.3,0.7,0.0,0.3,3.7
Dru Smith,"MIA, BRK, 2TM",SG,25.0,10.0,1.3,3.2,0.4,1.4,0.288,0.5,0.75,0.3,1.4,1.6,1.4,0.8,0.3,0.3,3.2
Duane Washington Jr.,"IND, PHO","SG, PG",22.0,40.0,3.3,8.6,1.5,4.0,0.368,0.403,0.71,0.1,1.4,1.4,1.9,0.4,0.1,1.2,8.9
Duncan Robinson,MIA,"SF, SG",28.0,65.0,3.7,8.7,2.7,7.0,0.376,0.582,0.864,0.2,2.4,2.6,1.8,0.5,0.2,1.0,10.8
Duop Reath,POR,C,27.0,68.0,3.4,7.3,1.3,3.6,0.359,0.559,0.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,9.1
Dwayne Bacon,ORL,SG,25.0,72.0,4.1,10.1,0.8,2.9,0.285,0.449,0.824,0.4,2.7,3.1,1.3,0.6,0.1,0.6,10.9
Dwight Howard,"LAL, PHI",C,36.0,64.0,2.4,4.1,0.1,0.3,0.392,0.614,0.617,2.4,4.8,7.2,0.8,0.5,0.8,1.2,6.6
Dwight Powell,DAL,C,30.0,70.0,2.3,3.4,0.1,0.2,0.23,0.701,0.735,1.8,2.4,4.1,1.1,0.5,0.4,0.7,6.2
Dylan Windler,"3TM, LAL, ATL, NYK, CLE",SF,26.0,17.0,0.9,2.0,0.6,1.5,0.441,0.546,0.23,0.2,1.0,1.3,0.6,0.2,0.1,0.3,2.7
Dyson Daniels,NOP,PG,20.0,60.0,1.9,4.3,0.6,1.8,0.312,0.522,0.646,0.8,2.8,3.6,2.5,1.0,0.3,1.0,4.8
Dāvis Bertāns,"2TM, OKC, DAL, WAS, CHO",PF,30.0,38.0,2.0,5.1,1.7,4.4,0.371,0.455,0.888,0.2,1.6,1.8,0.7,0.4,0.2,0.4,6.4
E'Twaun Moore,PHO,SG,31.0,27.0,2.0,4.5,0.4,1.3,0.314,0.512,0.857,0.5,1.1,1.7,1.5,0.6,0.2,0.9,4.9
E.J. Liddell,NOP,PF,23.0,8.0,0.1,0.8,0.0,0.6,0.0,1.0,1.0,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.5
Ed Davis,"CLE, MIN",C,32.0,27.0,0.6,1.2,0.0,0.0,0.0,0.56,0.631,1.2,2.3,3.6,0.6,0.4,0.4,0.2,1.5
Edmond Sumner,"IND, BRK",SG,26.0,53.0,2.6,5.2,0.6,1.6,0.377,0.546,0.868,0.2,1.3,1.6,1.1,0.6,0.2,1.0,7.3
Elfrid Payton,"NYK, PHO",PG,26.0,56.0,2.8,6.7,0.2,1.0,0.254,0.43,0.528,0.7,1.8,2.6,2.6,0.6,0.1,1.2,6.6
Elijah Bryant,MIL,SG,25.0,1.0,6.0,13.0,1.0,5.0,0.2,0.625,1.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0,16.0
Elijah Hughes,"UTA, POR, 2TM","SF, SG",23.0,22.0,1.1,3.3,0.6,2.2,0.298,0.444,0.799,0.2,1.2,1.3,0.5,0.3,0.2,0.4,3.0
Emanuel Terry,PHO,PF,25.0,3.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,0.0
Emmanuel Mudiay,SAC,PG,25.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,1.5
Emoni Bates,CLE,SF,20.0,15.0,1.0,3.3,0.7,2.2,0.303,0.313,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,2.7
Enes Freedom,"BOS, POR",C,28.0,54.0,3.1,5.3,0.0,0.1,0.325,0.57,0.816,2.8,4.9,7.8,0.7,0.3,0.6,0.8,7.4
Eric Bledsoe,"LAC, NOP","SG, PG",32.0,62.0,4.0,9.5,1.3,4.0,0.327,0.488,0.724,0.4,3.0,3.4,4.0,1.0,0.4,1.8,11.0
Eric Gordon,"HOU, LAC, PHO, 2TM",SG,34.0,48.0,4.5,10.0,2.1,5.7,0.377,0.547,0.813,0.2,1.7,1.9,2.5,0.6,0.4,1.5,13.1
Eric Paschall,"GSW, UTA",PF,24.0,49.0,2.8,5.8,0.6,1.6,0.352,0.558,0.74,0.6,1.9,2.5,1.0,0.2,0.2,0.8,7.6
Ersan İlyasova,UTA,PF,33.0,17.0,1.2,3.2,1.1,2.4,0.439,0.231,1.0,0.4,1.3,1.7,0.2,0.6,0.2,0.5,3.8
Eugene Omoruyi,"2TM, DET, OKC, DAL, WAS",SF,25.0,25.0,2.0,4.6,0.5,1.7,0.323,0.508,0.633,0.9,1.5,2.5,0.7,0.5,0.1,0.6,5.6
Evan Fournier,"2TM, ORL, BOS, DET, NYK","SF, SG",30.0,32.0,3.8,9.6,1.9,5.6,0.327,0.469,0.808,0.2,2.1,2.3,2.2,1.0,0.3,1.1,11.0
Evan Mobley,CLE,PF,21.0,66.0,6.4,11.7,0.3,1.3,0.28,0.58,0.685,2.2,6.6,8.9,2.8,0.8,1.5,1.8,15.6
Facundo Campazzo,"DEN, DAL",PG,30.0,46.0,1.3,3.7,0.8,2.6,0.309,0.307,0.716,0.2,1.1,1.4,2.7,1.0,0.2,0.8,4.2
Feron Hunt,NYK,SF,22.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0
Filip Petrušev,"SAC, PHI, 2TM",C,23.0,2.0,0.3,0.6,0.0,0.0,0.0,0.333,0.333,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.8
Frank Jackson,"UTA, DET",PG,23.0,31.0,2.4,6.5,1.0,3.4,0.238,0.346,0.547,0.6,1.4,1.9,1.0,0.3,0.1,0.5,6.8
Frank Kaminsky,"HOU, ATL, PHO, 2TM",C,28.0,26.0,1.8,3.6,0.5,1.3,0.354,0.568,0.845,0.5,2.1,2.6,1.2,0.3,0.3,0.3,4.8
Frank Mason III,ORL,PG,26.0,4.0,2.3,6.0,0.5,1.3,0.4,0.368,0.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,6.3
Frank Ntilikina,"DAL, NYK, CHO","SG, PG",24.0,36.0,0.9,2.7,0.5,1.6,0.3,0.282,0.768,0.2,1.0,1.2,1.0,0.3,0.1,0.4,2.7
Franz Wagner,ORL,SF,21.0,77.0,6.6,13.8,1.4,4.2,0.332,0.542,0.852,1.0,3.6,4.6,3.4,1.0,0.3,1.8,17.8
Fred VanVleet,"HOU, TOR","SG, PG",28.0,65.0,6.4,15.9,3.3,9.0,0.368,0.441,0.879,0.6,3.6,4.1,7.1,1.6,0.6,2.0,19.2
Freddie Gillespie,"TOR, ORL",PF,24.0,14.0,1.6,3.3,0.0,0.0,0.0,0.477,0.563,1.8,2.7,4.4,0.6,0.5,1.0,0.6,4.0
Furkan Korkmaz,PHI,SG,24.0,48.0,2.0,5.0,1.0,2.8,0.351,0.466,0.741,0.2,1.4,1.7,1.2,0.5,0.1,0.6,5.8
GG Jackson II,MEM,PF,19.0,48.0,5.0,11.7,2.1,6.0,0.357,0.502,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,14.6
Gabe Vincent,"MIA, LAL",PG,26.0,49.0,2.4,6.2,1.2,3.8,0.28,0.521,0.764,0.3,1.2,1.5,2.2,0.8,0.1,1.0,6.5
Gabe York,IND,SG,28.0,2.0,1.8,5.2,1.2,4.5,0.25,0.834,0.8,0.0,1.5,1.5,1.8,0.8,0.2,0.2,6.0
Gabriel Deck,OKC,PF,26.0,8.0,2.2,4.4,0.2,1.0,0.316,0.588,0.409,0.8,1.5,2.4,1.5,0.4,0.0,0.4,5.5
Gabriel Lundberg,PHO,SG,27.0,4.0,1.3,4.8,0.8,2.0,0.375,0.182,0.0,0.5,1.3,1.8,2.8,0.8,0.0,0.8,3.3
Garrett Temple,"CHI, NOP, TOR",SG,36.0,42.0,1.6,4.1,0.8,2.3,0.344,0.448,0.763,0.5,1.4,1.9,1.2,0.6,0.3,0.6,4.5
Garrison Mathews,"HOU, WAS, ATL, 2TM",SG,26.0,50.0,1.7,4.2,1.3,3.6,0.379,0.521,0.863,0.3,1.3,1.6,0.5,0.4,0.2,0.3,5.8
Gary Clark,"PHI, ORL, NOP, 3TM, DEN","SF, PF",26.0,23.0,0.6,2.0,0.5,1.5,0.195,0.209,0.46,0.5,1.5,2.0,0.5,0.3,0.1,0.2,1.8
Gary Harris,"DEN, 2TM, ORL",SG,27.0,40.0,3.3,7.9,1.5,4.0,0.368,0.492,0.826,0.5,1.4,2.0,1.8,0.8,0.3,0.8,9.4
Gary Payton II,"GSW, POR, 2TM","SG, PG",30.0,28.0,2.0,3.4,0.5,1.2,0.449,0.708,0.748,1.0,1.8,2.9,1.0,1.0,0.3,0.6,4.9
Gary Trent Jr.,"TOR, POR, 2TM",SG,23.0,54.0,5.8,13.9,2.7,7.2,0.38,0.451,0.804,0.4,2.3,2.7,1.6,1.2,0.2,0.8,16.0
George Hill,"IND, PHI, 2TM, MIL, OKC","SG, PG",35.0,29.0,2.4,5.1,0.9,2.4,0.381,0.576,0.816,0.5,1.6,2.0,2.3,0.7,0.2,0.9,6.8
George King,DAL,SF,28.0,4.0,0.0,1.3,0.0,1.0,0.0,0.0,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,0.3
Georges Niang,"UTA, PHI, CLE",PF,28.0,77.0,3.0,6.8,1.9,4.7,0.401,0.532,0.889,0.3,2.4,2.7,1.1,0.4,0.2,0.8,8.4
Georgios Kalaitzakis,"MIL, 2TM, OKC",SF,23.0,9.0,3.2,6.8,1.0,2.6,0.416,0.49,0.462,0.5,1.5,1.9,1.3,1.1,0.2,2.0,8.6
Giannis Antetokounmpo,MIL,PF,28.0,66.0,10.8,18.9,0.8,2.9,0.286,0.623,0.677,2.1,9.4,11.5,6.0,1.1,1.1,3.5,29.9
Glenn Robinson III,SAC,SF,27.0,23.0,1.8,4.3,0.7,1.9,0.364,0.473,0.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,5.3
Goga Bitadze,"IND, 2TM, ORL",C,23.0,39.0,2.0,3.8,0.2,1.0,0.228,0.618,0.624,1.6,2.2,3.8,1.0,0.4,0.9,0.6,5.1
Goran Dragić,"2TM, MIA, BRK, MIL, TOR, CHI",PG,35.0,30.0,2.8,7.0,1.0,3.0,0.326,0.455,0.819,0.5,2.0,2.4,3.2,0.6,0.1,1.4,7.8
Gordon Hayward,"2TM, OKC, CHO",SF,32.0,41.0,4.9,10.5,1.2,2.9,0.403,0.488,0.783,0.8,3.5,4.2,3.5,0.9,0.3,1.6,13.3
Gorgui Dieng,"SAS, ATL, 2TM, MEM",C,32.0,30.0,1.8,3.8,0.7,1.9,0.386,0.585,0.817,1.0,2.5,3.4,1.3,0.5,0.4,0.8,5.5
Gradey Dick,TOR,SG,20.0,60.0,3.2,7.4,1.5,4.0,0.365,0.495,0.863,0.5,1.8,2.2,1.1,0.6,0.0,0.8,8.5
Grant Riller,CHO,PG,23.0,7.0,1.1,1.7,0.3,0.6,0.5,0.75,0.0,0.0,0.1,0.1,0.4,0.1,0.0,0.1,2.6
Grant Williams,"BOS, DAL, 2TM, CHO",PF,24.0,62.0,3.1,6.7,1.4,3.7,0.384,0.545,0.755,1.0,3.0,4.0,1.8,0.5,0.5,1.2,8.8
Grayson Allen,"MIL, MEM, PHO",SG,26.0,66.0,3.8,8.4,2.3,5.6,0.415,0.523,0.879,0.6,2.8,3.4,2.2,0.8,0.3,1.0,11.4
Greg Brown III,"DAL, POR","SF, PF",21.0,23.0,1.1,2.5,0.2,0.7,0.262,0.486,0.513,0.5,1.4,1.8,0.5,0.3,0.5,0.6,3.0
Greg Monroe,"WAS, MIL, MIN, 4TM, UTA",C,31.0,6.0,2.2,3.9,0.0,0.0,0.0,0.59,0.416,2.3,2.3,4.6,1.5,0.5,0.7,0.9,5.2
Greg Whittington,DEN,PF,27.0,4.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gui Santos,GSW,PF,21.0,23.0,1.2,2.4,0.4,1.2,0.37,0.643,0.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,3.6
Hamidou Diallo,"WAS, DET, 2TM, OKC","SF, SG",23.0,37.0,3.6,7.3,0.4,1.2,0.252,0.525,0.528,1.1,3.1,4.2,1.4,0.9,0.4,1.2,9.3
Harrison Barnes,SAC,PF,30.0,75.0,4.8,10.1,1.7,4.5,0.386,0.554,0.826,1.0,3.9,4.9,2.2,0.7,0.2,1.2,14.9
Harry Giles,"LAL, BRK, POR, 2TM",C,24.0,21.0,0.9,2.1,0.1,0.6,0.209,0.481,0.417,0.5,1.2,1.8,0.4,0.1,0.2,0.3,2.2
Hassan Whiteside,"UTA, SAC",C,32.0,50.0,3.4,5.6,0.0,0.0,0.0,0.608,0.571,2.2,4.6,6.8,0.5,0.3,1.5,1.0,8.1
Hassani Gravett,ORL,PG,25.0,8.0,2.3,4.8,1.4,3.3,0.423,0.583,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,6.3
